filename,sheet,name,model,Product Type,Class,Sub Class,Product Code,Description,UPC Code,Price Policy,Policy Price,MSRP,Cost,Master Pk Qty,Reason Code,Reason Code Description,Effective Date,Unnamed: 14,Unnamed: 16,Policy,Unnamed: 12,Part Number,Brand,Product Category,Ultra Buying Group,Dealer Pricing,Notes,Former RTI Part Number,Pro Buying Group,Product code,Collection,US Dealer Price,US List/MAP Price,RTI Account Number
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"18Gbps 8x8 HDBaseT Matrix with ICT and Uncompressed mirrored HDMI, IR Routing, Encapsulated RS232 Command Routing, Audio Matrixing, Scalers, EDID Management, Audio Delay.  IR, RS232 and Ethernet Control with Web GUI.  Major control drivers and API available. Full HDR, 4K60 4:4:4; grounded chassis; 2 U model",AC-MX-88HDBT,,,,,"18Gbps 8x8 HDBaseT Matrix with ICT and Uncompressed mirrored HDMI, IR Routing, Encapsulated RS232 Command Routing, Audio Matrixing, Scalers, EDID Management, Audio Delay.  IR, RS232 and Ethernet Control with Web GUI.  Major control drivers and API available. Full HDR, 4K60 4:4:4; grounded chassis; 2 U model",,,,12219.0,,,,,,,,,,AC-MX-88HDBT,AVPro Edge,Matrix Switch,4564.09,5498.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"18Gbps True 4K60 4:4:4, 4x2 Matrix & Auto Switch/AVR Bypass",AC-MX-42,,,,,"18Gbps True 4K60 4:4:4, 4x2 Matrix & Auto Switch/AVR Bypass",,,,979.0,,,,,,,,,,AC-MX-42,AVPro Edge,Matrix Switch,364.29,438.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"18Gbps HDMI  4x4 Matrix w/ Dual Audio Deembedding/Matrix with built in scalers and audio delay (Full HDR, 4K60 4:4:4)",AC-MX-44,,,,,"18Gbps HDMI  4x4 Matrix w/ Dual Audio Deembedding/Matrix with built in scalers and audio delay (Full HDR, 4K60 4:4:4)",,,,2689.0,,,,,,,,,,AC-MX-44 ,AVPro Edge,Matrix Switch,1003.39,1208.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"(RACK VERSION) 18Gbps True 4K60 4:4:4, 8x2 Matrix & Auto Switch/AVR Bypass",AC-MX-82RM,,,,,"(RACK VERSION) 18Gbps True 4K60 4:4:4, 8x2 Matrix & Auto Switch/AVR Bypass",,,,1539.0,,,,,,,,,,AC-MX-82RM,AVPro Edge,Matrix Switch,574.28,691.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"18Gbps HDMI  8x8 Matrix w/ Dual Audio Deembedding/Matrix with built in scalers and audio delay (Full HDR, 4K60 4:4:4); Updated EDID management and Audio Features",AC-MX-88,,,,,"18Gbps HDMI  8x8 Matrix w/ Dual Audio Deembedding/Matrix with built in scalers and audio delay (Full HDR, 4K60 4:4:4); Updated EDID management and Audio Features  ",,,,6109.0,,,,,,,,,,AC-MX-88 ,AVPro Edge,Matrix Switch,2281.59,2748.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"18Gbps HDMI  16x16 Matrix w/Audio Deembedding/Matrix (Full HDR, 4K60 4:4:4)",AC-MX-1616,,,,,"18Gbps HDMI  16x16 Matrix w/Audio Deembedding/Matrix (Full HDR, 4K60 4:4:4)",,,,13439.0,,,,,,,,,,AC-MX-1616,AVPro Edge,Matrix Switch,5020.59,6048.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"HDBaseT (CAT6) Transmitter ONLY.  ICT 18G, 70m 4K (100m HD) Slim TX with I-Pass, Bi-Directional Power, RS232, IR - ICT for full HDR/HDMI Pass-Through.  Full HDR, 4K60 4:4:4.",AC-EX70-444-TNE,,,,,"HDBaseT (CAT6) Transmitter ONLY.  ICT 18G, 70m 4K (100m HD) Slim TX with I-Pass, Bi-Directional Power, RS232, IR - ICT for full HDR/HDMI Pass-Through.  Full HDR, 4K60 4:4:4. ",,,,759.0,,,,,,,,,,AC-EX70-444-TNE,AVPro Edge,HDBaseT Transmitter,282.12,339.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"AC-EX70-SC2-R 70 HDBaseT Receiver with  Scaler/Fixed RGB function, and No-Drop handshake management/custom JPG  Compatible to AC-MXxx-AUHD-HDBT Matrices and all CX Series switchers and Wall Plates. No POE",AC-EX70-SC2-R,,,,,"AC-EX70-SC2-R 70 HDBaseT Receiver with  Scaler/Fixed RGB function, and No-Drop handshake management/custom JPG  Compatible to AC-MXxx-AUHD-HDBT Matrices and all CX Series switchers and Wall Plates. No POE",,,,1099.0,,,,,,,,,,AC-EX70-SC2-R,AVPro Edge,HDBaseT Receiver,409.94,493.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"HDBaseT (CAT6) RECEIVER ONLY 10.2G, 40m 4K (70m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR.  4K60 4:2:0 Max, HDR/HLG: 4K30 4:2:0 12 BIT, 4K30 4:2:2 12 BIT, Dolby Vision 30 FPS ***Does not include PSU***",AC-EX70-UHD-R2,,,,,"HDBaseT (CAT6) RECEIVER ONLY 10.2G, 40m 4K (70m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR.  4K60 4:2:0 Max, HDR/HLG: 4K30 4:2:0 12 BIT, 4K30 4:2:2 12 BIT, Dolby Vision 30 FPS ***Does not include PSU***",,,,389.0,,,,,,,,,,AC-EX70-UHD-R2,AVPro Edge,HDBaseT Receiver,145.17,174.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"HDBaseT (CAT6) RECEIVER ONLY.  ICT 18G, 70m 4K (100m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR - ICT for full HDR/HDMI Pass-Through.  Full HDR, 4K60 4:4:4.",AC-EX70-444-RNE,,,,,"HDBaseT (CAT6) RECEIVER ONLY.  ICT 18G, 70m 4K (100m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR - ICT for full HDR/HDMI Pass-Through.  Full HDR, 4K60 4:4:4. ",,,,759.0,,,,,,,,,,AC-EX70-444-RNE,AVPro Edge,HDBaseT receiver,282.12,339.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"HDBaseT (CAT6) RECEIVER ONLY.  ICT 18G, 70m 4K (100m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR - ICT for full HDR/HDMI Pass-Through.  Full HDR, 4K60 4:4:4. INCLUDES PSU",AC-EX70-444-RNE-P,,,,,"HDBaseT (CAT6) RECEIVER ONLY.  ICT 18G, 70m 4K (100m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR - ICT for full HDR/HDMI Pass-Through.  Full HDR, 4K60 4:4:4. INCLUDES PSU",,,,809.0,,,,,,,,,,AC-EX70-444-RNE-P,AVPro Edge,HDBaseT receiver,300.38,361.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"Weatherproof HDBaseT (CAT6) RECEIVER ONLY.  ICT 18G, 70m 4K (100m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR - ICT for full HDR/HDMI Pass-Through.  Full HDR, 4K60 4:4:4.",AC-EX70-444-RNE-W,,,,," Weatherproof HDBaseT (CAT6) RECEIVER ONLY.  ICT 18G, 70m 4K (100m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR - ICT for full HDR/HDMI Pass-Through.  Full HDR, 4K60 4:4:4. ",,,,999.0,,,,,,,,,,AC-EX70-444-RNE-W,AVPro Edge,HDBaseT receiver,373.42,449.9,Formerly: AC-EX70-444-RNE-SEA,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,5Pin Phoenix Connector to 2 Channel Audio Outputs,AC-Cable-5PIN-2CHF,,,,,5Pin Phoenix Connector to 2 Channel Audio Outputs,,,,29.0,,,,,,,,,,AC-Cable-5PIN-2CHF,AVPro Edge,5 PIN Phoenix Connector,11.87,14.3,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,3Pin Phoenix Connector to 2 Channel Audio Outputs,AC-Cable-3PIN-2CHF,,,,,3Pin Phoenix Connector to 2 Channel Audio Outputs,,,,29.0,,,,,,,,,,AC-Cable-3PIN-2CHF,AVPro Edge,3 PIN Phoenix Connector,11.87,14.3,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,HDMI to Displayport converter and 1x2 Distribution Amplifier; HDMI 2.0 Input; Displayport 1.2A Outputs (x2); 4K60 (4:4:4) 18Gbps Video Distribution; HDCP 2.2 & Earlier Supported; Locking Power Connector; Plug-n-Play; Small Form Factor,AC-CONVERT-HDDP,,,,,HDMI to Displayport converter and 1x2 Distribution Amplifier; HDMI 2.0 Input; Displayport 1.2A Outputs (x2); 4K60 (4:4:4) 18Gbps Video Distribution; HDCP 2.2 & Earlier Supported; Locking Power Connector; Plug-n-Play; Small Form Factor,,,,659.0,,,,,,,,,,AC-CONVERT-HDDP,AVPro Edge,Converter,245.68,296.0,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"HDMI 1x2 18 GBPS Splitter w/HDR & EDID Mgmt; Audio De-embedding; downscaling (Full HDR, 4K60 4:4:4); Downscaler added, Optical Toslink Output added",AC-DA12-AUHD-GEN2,,,,,"HDMI 1x2 18 GBPS Splitter w/HDR & EDID Mgmt; Audio De-embedding; downscaling (Full HDR, 4K60 4:4:4); Downscaler added, Optical Toslink Output added",,,,339.0,,,,,,,,,,AC-DA12-AUHD-GEN2,AVPro Edge,Distribution Amp,126.91,152.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"48Gbps HDMI scaling distribution amplifier with one input, dual outputs",AC-DA-12X2,,,,,"48Gbps HDMI scaling distribution amplifier with one input, dual outputs",,,,339.0,,,,,,,,,,AC-DA-12X2,AVPro Edge,Distribution Amp,126.91,152.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"HDMI 1x4 18 GBPS Splitter w/HDR & EDID Mgmt (Full HDR, 4K60 4:4:4); EDID Management is DIP Switches",AC-DA14-AUHD-GEN2,,,,,"HDMI 1x4 18 GBPS Splitter w/HDR & EDID Mgmt (Full HDR, 4K60 4:4:4); EDID Management is DIP Switches",,,,439.0,,,,,,,,,,AC-DA14-AUHD-GEN2,AVPro Edge,Distribution Amp,163.43,196.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"48Gbps HDMI scaling distribution amplifier with one input, and four outputs",AC-DA-14X2,,,,,"48Gbps HDMI scaling distribution amplifier with one input, and four outputs",,,,439.0,,,,,,,,,,AC-DA-14X2,AVPro Edge,Distribution Amp,163.43,196.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"HDMI 1x8 18 GBPS Splitter w/HDR & EDID Mgmt, Audio De-embedding (Full HDR, 4K60 4:4:4); EDID Management via two Rotary dials",AC-DA18-AUHD-GEN2,,,,,"HDMI 1x8 18 GBPS Splitter w/HDR & EDID Mgmt, Audio De-embedding (Full HDR, 4K60 4:4:4); EDID Management via two Rotary dials",,,,979.0,,,,,,,,,,AC-DA18-AUHD-GEN2,AVPro Edge,Distribution Amp,364.29,438.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"48Gbps HDMI scaling distribution amplifier with one input, and eight outputs",AC-DA-18X2,,,,,"48Gbps HDMI scaling distribution amplifier with one input, and eight outputs",,,,859.0,,,,,,,,,,AC-DA-18X2,AVPro Edge,Distribution Amp,318.64,383.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"HDBaseT 2x10 Distribution Amplifier (2 HDMI In, 2 HDMI Out, 8 HDBT Out) AC-EX70-UHD-R2 & AC-EX70-444-RNE is compatible Receiver. (4K60 4:4:4 Max w/ ICT)",AC-DA210-HDBT,,,,,"HDBaseT 2x10 Distribution Amplifier (2 HDMI In, 2 HDMI Out, 8 HDBT Out) AC-EX70-UHD-R2 & AC-EX70-444-RNE is compatible Receiver. (4K60 4:4:4 Max w/ ICT)",,,,4639.0,,,,,,,,,,AC-DA210-HDBT,AVPro Edge,Distribution Amp,1733.79,2088.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,Digital to Analog Audio Converter (Toslink/Coax/2CH),AC-DAC-CO2,,,,,Digital to Analog Audio Converter (Toslink/Coax/2CH),,,,169.0,,,,,,,,,,AC-DAC-CO2,AVPro Edge,Converter,63,75.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,Point to Point audio extender using eARC over a single category cable,AC-AEX-DEARC-KIT,,,,,Point to Point audio extender using eARC over a single category cable,,,,609.0,,,,,,,,,,AC-AEX-DEARC-KIT,AVPro Edge,Point to Point Audio Extender,227.34,273.9,Forrmerly AC-DEARC-KIT,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"1G Networked audio decoder with built in amplifier. 25W per channel at 4 omhs, Dante and AES67 Support",AC-DANTE-AMP-2CH,,,,,"1G Networked audio decoder with built in amplifier. 25W per channel at 4 omhs, Dante and AES67 Support",,,,649.0,,,,,,,,,,AC-DANTE-AMP-2CH,AVPro Edge,Networked Audio,248.17,299.0,Name Change/Formerly: AC-DANTE-2CH-AMP,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"Audio Downmixer (Multi-channel -->2CH) with ARC, Dual HDMI Out (one scaled), Dolby Digital (7.1) and DTS (7.1).  Atmos/DTS-X Downmix and deembed bitstream audio (Full HDR, 4K60 4:4:4).",AC-AVDM-V3,,,,,"Audio Downmixer (Multi-channel -->2CH) with ARC, Dual HDMI Out (one scaled), Dolby Digital (7.1) and DTS (7.1).  Atmos/DTS-X Downmix and deembed bitstream audio (Full HDR, 4K60 4:4:4). ",,,,1219.0,,,,,,,,,,AC-AVDM-V3,AVPro Edge,Audio Downmixer,455.59,548.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,130m Stereo/Digital Audio Extender over CAT5e built in DAC (Toslink/LR),AC-AEX-KIT,,,,,130m Stereo/Digital Audio Extender over CAT5e built in DAC (Toslink/LR),,,,339.0,,,,,,,,,,AC-AEX-KIT,AVPro Edge,Audio Extender,126.91,152.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,Audio Receiver Hub with 8 AEX inputs and 4 Stereo Inputs with 12 Stereo Outputs,AC-AEX-RC-HUB,,,,,Audio Receiver Hub with 8 AEX inputs and 4 Stereo Inputs with 12 Stereo Outputs ,,,,1959.0,,,,,,,,,,AC-AEX-RC-HUB,AVPro Edge,Audio Hub,729.49,878.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,Audio Extender Transmitter Only,AC-AEX-T,,,,,Audio Extender Transmitter Only,,,,169.0,,,,,,,,,,AC-AEX-T,AVPro Edge,Audio Transmitter,63,75.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,Audio Extender Reciever Only,AC-AEX-R,,,,,Audio Extender Reciever Only,,,,169.0,,,,,,,,,,AC-AEX-R ,AVPro Edge,Audio Receiver,63,75.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,24 port 2 channel audio matrix with dual AEX inputs and outputs,AC-MAX-24,,,,,24 port 2 channel audio matrix with dual AEX inputs and outputs,,,,2929.0,,,,,,,,,,AC-MAX-24,AVPro Edge,Audio Matrix,1094.69,1318.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"HDBaseT (CAT6) Extender Kit.  ICT 18G, 40m 4K (70m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR.  ICT for full HDR/HDMI Pass-Through.  Full HDR, 4K60 4:4:4.",AC-EX40-444-KIT-TAA,,,,,"HDBaseT (CAT6) Extender Kit.  ICT 18G, 40m 4K (70m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR.  ICT for full HDR/HDMI Pass-Through.  Full HDR, 4K60 4:4:4.  ",,,,1339.0,,,,,,,,,,AC-EX40-444-KIT-TAA,AVPro Edge,TAA Compliant,501.24,603.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"HDBaseT (CAT6) Extender Kit.  ICT 18G, 70m 4K (100m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR and Ethernet.  ICT for full HDR/HDMI Pass-Through.  Full HDR, 4K60 4:4:4.  Features Long Range mode for 150m 1080P transmission",AC-EX70-444-KIT-TAA,,,,,"HDBaseT (CAT6) Extender Kit.  ICT 18G, 70m 4K (100m HD) Slim Extender with I-Pass, Bi-Directional Power, RS232, IR and Ethernet.  ICT for full HDR/HDMI Pass-Through.  Full HDR, 4K60 4:4:4.  Features Long Range mode for 150m 1080P transmission",,,,1709.0,,,,,,,,,,AC-EX70-444-KIT-TAA,AVPro Edge,TAA Compliant,638.19,768.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,10G SDVOE 4K HDMI AV-over-IP PoE Transceiver  (Encoder/Decoder),AC-MXNET-10G-TCVR-TAA,,,,,10G SDVOE 4K HDMI AV-over-IP PoE Transceiver  (Encoder/Decoder),,,,2439.0,,,,,,,,,,AC-MXNET-10G-TCVR-TAA,AVPro Edge,TAA Compliant,912.09,1098.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"Decoder; HDMI, USB, IR, RS232, Fiber & RJ45--Not Comptible with V2 Systems",AC-MXNET-1G-D-TAA,,,,,"Decoder; HDMI, USB, IR, RS232, Fiber & RJ45--Not Comptible with V2 Systems",,,,1469.0,,,,,,,,,,AC-MXNET-1G-D-TAA,AVPro Edge,TAA Compliant,546.89,658.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"Encoder; HDMI, HDMI Loop, USB, IR, RS232, Fiber & RJ45--Not Compatible with V2 Systems",AC-MXNET-1G-E-TAA,,,,,"Encoder; HDMI, HDMI Loop, USB, IR, RS232, Fiber & RJ45--Not Compatible with V2 Systems",,,,1469.0,,,,,,,,,,AC-MXNET-1G-E-TAA,AVPro Edge,TAA Compliant,546.89,658.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,Control Box for MXNET System,AC-MXNET-CBOX-HA-TAA,,,,,Control Box for MXNET System,,,,979.0,,,,,,,,,,AC-MXNET-CBOX-HA-TAA,AVPro Edge,TAA Compliant,364.29,438.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,8K 4x2 HDMI Matrix Switcher - Handling up to 40Gbps signals with built-in downscaling for legacy devices,AC-MX-42X,,,,,8K 4x2 HDMI Matrix Switcher - Handling up to 40Gbps signals with built-in downscaling for legacy devices,,,,1219.0,,,,,,,,,,AC-MX-42X ,AVPro Edge,Matrix Switch,455.59,548.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"40 Gbps 8K HDMI EDID Manager, Pixel Scaler, Audio Extractor & Reclocker with loop-out, toslink",AC-SC-1X,,,,,"40 Gbps 8K HDMI EDID Manager, Pixel Scaler, Audio Extractor & Reclocker with loop-out, toslink ",,,,489.0,,,,,,,,,,AC-SC-1X,AVPro Edge,Scaler/EDID Minder,181.69,218.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"40Gbps 8 HDMI input, 8 HDMI output 8K Matrix Switcher",AC-MX-88X,,,,,"40Gbps 8 HDMI input, 8 HDMI output 8K Matrix Switcher",,,,9779.0,,,,,,,,,,AC-MX-88X,AVPro Edge,8K Matrix Switcher,3651.09,4398.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"8k HDMI Extender kit via multi mode fiber optics, sending signals up to 40Gbps",AC-EXO-X-KIT,,,,,"8k HDMI Extender kit via multi mode fiber optics, sending signals up to 40Gbps  ",,,,1469.0,,,,,,,,,,AC-EXO-X-KIT,AVPro Edge,8K Fiber Extender,546.89,658.9,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"DA12,DA14, MX-42,MX-42X, AVDM-AUHD, CBOX",AC-PSU-5V-2A-L,,,,,"DA12,DA14, MX-42,MX-42X, AVDM-AUHD, CBOX",,,,119.0,,,,,,,,,,AC-PSU-5V-2A-L,AVPro Edge,PSU,41.5,50.0,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"MX-44, MX-88-UHD-GEN2, MX88-AUHD-NSFS, MXMV122-UHD",AC-PSU-12V-3A,,,,,"MX-44, MX-88-UHD-GEN2, MX88-AUHD-NSFS, MXMV122-UHD",,,,119.0,,,,,,,,,,AC-PSU-12V-3A,AVPro Edge,PSU,41.5,50.0,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"Cloud 9, MX1616-AUHD-GEN2, CX84, MX-88HDBT, AXION-8",AC-PSU-48V-2.7A-L,,,,,"Cloud 9, MX1616-AUHD-GEN2, CX84, MX-88HDBT, AXION-8",,,,119.0,,,,,,,,,,AC-PSU-48V-2.7A-L,AVPro Edge,PSU,41.5,50.0,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"Cloud 9, MX1616-AUHD-GEN2, CX84, MX-88HDBT, AXION-8",AC-PSU-48V-2.7A-S,,,,,"Cloud 9, MX1616-AUHD-GEN2, CX84, MX-88HDBT, AXION-8",,,,119.0,,,,,,,,,,AC-PSU-48V-2.7A-S,AVPro Edge,PSU,41.5,50.0,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"EX70-UHD, EXO-444, EX40-444-KIT, EX40-444-PLUS, EX70-444-KIT, EX70-UHD-ARC, EX70-444-TNE, EX100-UHD-R3, EX100-444-KIT",AC-PSU-48V-EX70,,,,,"EX70-UHD, EXO-444, EX40-444-KIT, EX40-444-PLUS, EX70-444-KIT, EX70-UHD-ARC, EX70-444-TNE, EX100-UHD-R3, EX100-444-KIT",,,,119.0,,,,,,,,,,AC-PSU-48V-EX70,AVPro Edge,PSU,41.5,50.0,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,4K F&H KIT,MU-PSU-5V-3A,,,,,4K F&H KIT,,,,119.0,,,,,,,,,,MU-PSU-5V-3A,AVPro Edge,PSU,41.5,50.0,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,8K F&H KIT,MU-PSU-12V-2A,,,,,8K F&H KIT,,,,119.0,,,,,,,,,,MU-PSU-12V-2A,AVPro Edge,PSU,41.5,50.0,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"EX70-UHD-BKT, EXUSB-2-KIT, DA18, DA28, CONVERT-HDDP, MX-82, MX-82RM, FRESCO-CAP-4",AC-PSU-12V-2A-SM,,,,,"EX70-UHD-BKT, EXUSB-2-KIT, DA18, DA28, CONVERT-HDDP, MX-82, MX-82RM, FRESCO-CAP-4",,,,119.0,,,,,,,,,,AC-PSU-12V-2A-SM,AVPro Edge,PSU,41.5,50.0,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,"DA116, MX-88",AC-PSU-12V-5A,,,,,"DA116, MX-88",,,,119.0,,,,,,,,,,AC-PSU-12V-5A,AVPro Edge,PSU,41.5,50.0,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,Non-Visible Light IR Emitter Eye,AC-IRTX-NV,,,,,Non-Visible Light IR Emitter Eye,,,,9.0,,,,,,,,,,AC-IRTX-NV,AVPro Edge,IR Emitter,4.57,5.5,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,Visible Light (Red) IR Emitter Eye,AC-IRTX-VIS,,,,,Visible Light (Red) IR Emitter Eye,,,,9.0,,,,,,,,,,AC-IRTX-VIS ,AVPro Edge,IR Emitter,4.57,5.5,,,,,,,,
file-9kuw5soptNc5BtbhAUosHA-Buying_Group_Ultra_Dealer_Pricing_--July_2025.xlsx,Sheet1,IR Receiver,AC-IRRX,,,,,IR Receiver,,,,9.0,,,,,,,,,,AC-IRRX,AVPro Edge,IR Receiver,4.57,5.5,,,,,,,,
